证券代码,证券简称,细分行业,Unnamed: 3,一级行业,细分行业.1
603120.SH,肯特催化,其他化学制品,,,
300795.SZ,米奥会展,会展服务,,,
300374.SZ,中铁装配,耐火材料,,,
301395.SZ,仁信新材,合成树脂,,,
688152.SH,麒麟信安,横向通用软件,,,
300365.SZ,恒华科技,垂直应用软件,,,
000707.SZ,双环科技,纯碱,,,
603586.SH,金麒麟,底盘与发动机系统,,,
300135.SZ,宝利国际,其他石化,,,
301043.SZ,绿岛风,制冷空调设备,,,
300828.SZ,锐新科技,金属制品,,,
600539.SH,狮头股份,电商服务,,,
920100.BJ,三协电机,电机Ⅲ,,,
002771.SZ,真视通,IT服务Ⅲ,,,
300897.SZ,山科智能,仪器仪表,,,
600969.SH,郴电国际,电能综合服务,,,
300484.SZ,蓝海华腾,工控设备,,,
688357.SH,建龙微纳,其他化学制品,,,
688391.SH,钜泉科技,模拟芯片设计,,,
600538.SH,国发股份,医药流通,,,
600249.SH,两面针,洗护用品,,,
603076.SH,乐惠国际,其他专用设备,,,
301081.SZ,严牌股份,环保设备Ⅲ,,,
603276.SH,恒兴新材,其他化学制品,,,
300452.SZ,山河药辅,原料药,,,
300311.SZ,ST任子行,横向通用软件,,,
600327.SH,大东方,百货,,,
300105.SZ,龙源技术,环保设备Ⅲ,,,
603351.SH,威尔药业,原料药,,,
603600.SH,永艺股份,成品家居,,,
603065.SH,宿迁联盛,其他化学制品,,,
300218.SZ,安利股份,其他塑料制品,,,
300667.SZ,必创科技,仪器仪表,,,
300509.SZ,新美星,印刷包装机械,,,
603828.SH,ST柯利达,装修装饰Ⅲ,,,
301019.SZ,宁波色母,其他塑料制品,,,
603051.SH,鹿山新材,胶黏剂及胶带,,,
002835.SZ,同为股份,安防设备,,,
300994.SZ,久祺股份,其他运输设备,,,
300235.SZ,方直科技,垂直应用软件,,,
001256.SZ,炜冈科技,印刷包装机械,,,
688509.SH,正元地信,IT服务Ⅲ,,,
301129.SZ,瑞纳智能,仪器仪表,,,
300998.SZ,宁波方正,其他汽车零部件,,,
603637.SH,镇海股份,化学工程,,,
300510.SZ,金冠股份,电网自动化设备,,,
300275.SZ,梅安森,安防设备,,,
688265.SH,南模生物,医疗研发外包,,,
603788.SH,宁波高发,底盘与发动机系统,,,
603955.SH,大千生态,园林工程,,,
603089.SH,正裕工业,底盘与发动机系统,,,
600613.SH,神奇制药,化学制剂,,,
920806.BJ,云星宇,IT服务Ⅲ,,,
300967.SZ,晓鸣股份,肉鸡养殖,,,
300636.SZ,同和药业,原料药,,,
600653.SH,申华控股,汽车经销商,,,
603970.SH,中农立华,农药,,,
688370.SH,丛麟科技,固废治理,,,
300884.SZ,狄耐克,安防设备,,,
300854.SZ,中兰环保,固废治理,,,
001299.SZ,美能能源,燃气Ⅲ,,,
301278.SZ,快可电子,光伏电池组件,,,
600636.SH,*ST国化,教育运营及其他,,,
605166.SH,聚合顺,锦纶,,,
688592.SH,司南导航,通信终端及配件,,,
003016.SZ,欣贺股份,非运动服装,,,
603669.SH,灵康药业,化学制剂,,,
301380.SZ,挖金客,通信应用增值服务,,,
002852.SZ,道道全,粮油加工,,,
002981.SZ,朝阳科技,消费电子零部件及组装,,,
688077.SH,大地熊,磁性材料,,,
301633.SZ,港迪技术,工控设备,,,
001230.SZ,劲旅环境,固废治理,,,
688316.SH,青云科技-U,IT服务Ⅲ,,,
603237.SH,五芳斋,预加工食品,,,
603458.SH,勘设股份,工程咨询服务Ⅲ,,,
002412.SZ,汉森制药,中药Ⅲ,,,
920179.BJ,凯德石英,半导体材料,,,
300237.SZ,ST美晨,其他汽车零部件,,,
920491.BJ,奥迪威,被动元件,,,
600257.SH,大湖股份,水产养殖,,,
600616.SH,金枫酒业,其他酒类,,,
603527.SH,众源新材,铜,,,
688133.SH,泰坦科技,其他化学制品,,,
300366.SZ,ST创意,垂直应用软件,,,
688057.SH,金达莱,水务及水治理,,,
600354.SH,敦煌种业,种子,,,
605169.SH,洪通燃气,燃气Ⅲ,,,
000897.SZ,津滨发展,住宅开发,,,
300942.SZ,易瑞生物,体外诊断,,,
002726.SZ,龙大美食,肉制品,,,
001266.SZ,宏英智能,工控设备,,,
600630.SH,龙头股份,非运动服装,,,
301428.SZ,世纪恒通,通信应用增值服务,,,
300824.SZ,北鼎股份,厨房小家电,,,
002682.SZ,龙洲股份,公路货运,,,
002561.SZ,徐家汇,百货,,,
300644.SZ,南京聚隆,改性塑料,,,
688600.SH,皖仪科技,仪器仪表,,,
300960.SZ,通业科技,轨交设备Ⅲ,,,
000529.SZ,广弘控股,肉制品,,,
002977.SZ,天箭科技,军工电子Ⅲ,,,
300659.SZ,中孚信息,其他计算机设备,,,
001395.SZ,亚联机械,其他专用设备,,,
301111.SZ,粤万年青,中药Ⅲ,,,
605080.SH,浙江自然,娱乐用品,,,
002693.SZ,*ST双成,化学制剂,,,
600272.SH,开开实业,医药流通,,,
300426.SZ,华智数媒,影视动漫制作,,,
002798.SZ,帝欧水华,瓷砖地板,,,
688669.SH,聚石化学,改性塑料,,,
000068.SZ,华控赛格,综合环境治理,,,
300891.SZ,惠云钛业,钛白粉,,,
300214.SZ,日科化学,其他化学制品,,,
300306.SZ,远方信息,仪器仪表,,,
688367.SH,工大高科,轨交设备Ⅲ,,,
300631.SZ,久吾高科,环保设备Ⅲ,,,
002200.SZ,*ST交投,园林工程,,,
001226.SZ,拓山重工,工程机械器件,,,
603086.SH,先达股份,农药,,,
603231.SH,索宝蛋白,粮油加工,,,
301152.SZ,天力锂能,电池化学品,,,
600130.SH,*ST波导,消费电子零部件及组装,,,
300813.SZ,泰林生物,其他专用设备,,,
600712.SH,南宁百货,百货,,,
001210.SZ,金房能源,热力服务,,,
002763.SZ,汇洁股份,非运动服装,,,
603722.SH,阿科力,其他化学制品,,,
300771.SZ,智莱科技,其他计算机设备,,,
300701.SZ,森霸传感,光学元件,,,
300425.SZ,中建环能,水务及水治理,,,
000504.SZ,*ST生物,其他医疗服务,,,
301302.SZ,华如科技,军工电子Ⅲ,,,
301066.SZ,万事利,其他纺织,,,
301296.SZ,新巨丰,纸包装,,,
600052.SH,东望时代,热力服务,,,
688589.SH,力合微,数字芯片设计,,,
600239.SH,云南城投,商业地产,,,
300796.SZ,贝斯美,农药,,,
300052.SZ,ST中青宝,游戏Ⅲ,,,
688755.SH,汉邦科技,医疗设备,,,
301052.SZ,果麦文化,大众出版,,,
001201.SZ,东瑞股份,生猪养殖,,,
300187.SZ,永清环保,综合环境治理,,,
001228.SZ,永泰运,跨境物流,,,
002863.SZ,今飞凯达,轮胎轮毂,,,
002363.SZ,隆基机械,底盘与发动机系统,,,
601798.SH,蓝科高新,能源及重型设备,,,
300335.SZ,迪森股份,热力服务,,,
301178.SZ,天亿马,IT服务Ⅲ,,,
920885.BJ,星辰科技,工控设备,,,
300780.SZ,德恩精工,金属制品,,,
301229.SZ,纽泰格,底盘与发动机系统,,,
603048.SH,浙江黎明,其他汽车零部件,,,
600408.SH,安泰集团,焦炭Ⅲ,,,
920249.BJ,利尔达,通信终端及配件,,,
688358.SH,祥生医疗,医疗设备,,,
920879.BJ,基康技术,仪器仪表,,,
688216.SH,气派科技,集成电路封测,,,
002313.SZ,日海智能,通信终端及配件,,,
301203.SZ,国泰环保,水务及水治理,,,
000635.SZ,英力特,氯碱,,,
600560.SH,金自天正,能源及重型设备,,,
001358.SZ,兴欣新材,其他化学制品,,,
605258.SH,协和电子,印制电路板,,,
300950.SZ,德固特,能源及重型设备,,,
603006.SH,联明股份,其他汽车零部件,,,
688571.SH,杭华股份,涂料油墨,,,
920021.BJ,流金科技,电视广播Ⅲ,,,
603059.SH,倍加洁,洗护用品,,,
001218.SZ,丽臣实业,其他化学制品,,,
301388.SZ,欣灵电气,配电设备,,,
688163.SH,赛伦生物,其他生物制品,,,
603956.SH,威派格,其他专用设备,,,
002972.SZ,科安达,轨交设备Ⅲ,,,
000926.SZ,福星股份,住宅开发,,,
600386.SH,北巴传媒,汽车经销商,,,
600080.SH,金花股份,中药Ⅲ,,,
688285.SH,高铁电气,轨交设备Ⅲ,,,
300625.SZ,三雄极光,照明设备Ⅲ,,,
301088.SZ,戎美股份,非运动服装,,,
002722.SZ,物产金轮,纺织服装设备,,,
603633.SH,徕木股份,消费电子零部件及组装,,,
002790.SZ,瑞尔特,卫浴制品,,,
600793.SH,宜宾纸业,特种纸,,,
002329.SZ,皇氏集团,乳品,,,
603116.SH,红蜻蜓,鞋帽及其他,,,
300864.SZ,南大环境,综合环境治理,,,
301270.SZ,汉仪股份,横向通用软件,,,
600358.SH,ST联合,营销代理,,,
301059.SZ,金三江,其他化学制品,,,
688260.SH,昀冢科技,消费电子零部件及组装,,,
300902.SZ,国安达,其他专用设备,,,
000014.SZ,沙河股份,住宅开发,,,
603488.SH,展鹏科技,楼宇设备,,,
603909.SH,建发合诚,工程咨询服务Ⅲ,,,
601007.SH,金陵饭店,酒店,,,
300965.SZ,恒宇信通,航空装备Ⅲ,,,
603110.SH,东方材料,涂料油墨,,,
600405.SH,动力源,其他电源设备Ⅲ,,,
001255.SZ,博菲电气,合成树脂,,,
688557.SH,兰剑智能,其他通用设备,,,
002098.SZ,浔兴股份,辅料,,,
002767.SZ,先锋电子,仪器仪表,,,
688045.SH,必易微,模拟芯片设计,,,
300195.SZ,长荣股份,印刷包装机械,,,
002058.SZ,*ST威尔,仪器仪表,,,
603030.SH,全筑股份,装修装饰Ⅲ,,,
920225.BJ,利通科技,其他橡胶制品,,,
605003.SH,众望布艺,家纺,,,
002753.SZ,永东股份,炭黑,,,
301159.SZ,三维天地,垂直应用软件,,,
300239.SZ,东宝生物,其他生物制品,,,
001333.SZ,光华股份,合成树脂,,,
002159.SZ,三特索道,自然景区,,,
600573.SH,惠泉啤酒,啤酒,,,
001225.SZ,和泰机电,能源及重型设备,,,
002186.SZ,全聚德,餐饮,,,
920961.BJ,创远信科,仪器仪表,,,
688338.SH,赛科希德,体外诊断,,,
300396.SZ,迪瑞医疗,体外诊断,,,
002168.SZ,*ST惠程,配电设备,,,
600333.SH,长春燃气,燃气Ⅲ,,,
301097.SZ,天益医疗,医疗耗材,,,
001268.SZ,联合精密,家电零部件Ⅲ,,,
301601.SZ,惠通科技,能源及重型设备,,,
301020.SZ,密封科技,底盘与发动机系统,,,
300877.SZ,金春股份,其他纺织,,,
300956.SZ,英力股份,消费电子零部件及组装,,,
002877.SZ,智能自控,金属制品,,,
000565.SZ,渝三峡A,涂料油墨,,,
920720.BJ,吉冈精密,金属制品,,,
300922.SZ,天秦装备,地面兵装Ⅲ,,,
002723.SZ,小崧股份,照明设备Ⅲ,,,
603886.SH,元祖股份,烘焙食品,,,
301108.SZ,洁雅股份,生活用纸,,,
301009.SZ,可靠股份,生活用纸,,,
002998.SZ,优彩资源,涤纶,,,
301067.SZ,显盈科技,消费电子零部件及组装,,,
300270.SZ,中威电子,安防设备,,,
300550.SZ,和仁科技,垂直应用软件,,,
000419.SZ,通程控股,多业态零售,,,
301533.SZ,威马农机,农用机械,,,
920247.BJ,华密新材,其他汽车零部件,,,
301335.SZ,天元宠物,娱乐用品,,,
001378.SZ,德冠新材,膜材料,,,
300150.SZ,世纪瑞尔,IT服务Ⅲ,,,
300931.SZ,通用电梯,楼宇设备,,,
002425.SZ,凯撒文化,游戏Ⅲ,,,
301151.SZ,冠龙节能,金属制品,,,
300410.SZ,正业科技,锂电专用设备,,,
002742.SZ,*ST三圣,化学制剂,,,
000698.SZ,ST沈化,炼油化工,,,
301227.SZ,森鹰窗业,定制家居,,,
605189.SH,富春染织,印染,,,
300173.SZ,ST福能,锂电专用设备,,,
301555.SZ,惠柏新材,合成树脂,,,
300844.SZ,山水比德,工程咨询服务Ⅲ,,,
301023.SZ,奕帆传动,电机Ⅲ,,,
688576.SH,西山科技,医疗耗材,,,
002012.SZ,凯恩股份,特种纸,,,
603079.SH,圣达生物,食品及饲料添加剂,,,
000812.SZ,陕西金叶,纸包装,,,
002420.SZ,毅昌科技,家电零部件Ⅲ,,,
300242.SZ,佳云科技,营销代理,,,
300381.SZ,溢多利,原料药,,,
002659.SZ,凯文教育,学历教育,,,
000608.SZ,*ST阳光,商业地产,,,
605033.SH,美邦股份,农药,,,
300478.SZ,杭州高新,改性塑料,,,
300359.SZ,全通教育,培训教育,,,
603190.SH,亚通精工,其他汽车零部件,,,
002514.SZ,宝馨科技,金属制品,,,
300789.SZ,唐源电气,其他计算机设备,,,
603201.SH,常润股份,其他汽车零部件,,,
688657.SH,浩辰软件,垂直应用软件,,,
000159.SZ,国际实业,光伏辅材,,,
002209.SZ,达意隆,印刷包装机械,,,
300948.SZ,冠中生态,园林工程,,,
603331.SH,百达精工,其他通用设备,,,
600624.SH,ST复华,化学制剂,,,
000715.SZ,中兴商业,百货,,,
301027.SZ,华蓝集团,工程咨询服务Ⅲ,,,
002702.SZ,海欣食品,预加工食品,,,
301320.SZ,豪江智能,工控设备,,,
920208.BJ,青矩技术,工程咨询服务Ⅲ,,,
301083.SZ,百胜智能,其他专用设备,,,
603518.SH,锦泓集团,非运动服装,,,
301378.SZ,通达海,垂直应用软件,,,
301567.SZ,贝隆精密,消费电子零部件及组装,,,
688255.SH,凯尔达,机器人,,,
002576.SZ,通达动力,电机Ⅲ,,,
920005.BJ,鼎佳精密,消费电子零部件及组装,,,
000153.SZ,丰原药业,化学制剂,,,
002806.SZ,华锋股份,底盘与发动机系统,,,
002492.SZ,恒基达鑫,仓储物流,,,
301032.SZ,新柴股份,其他通用设备,,,
600356.SH,恒丰纸业,特种纸,,,
002442.SZ,龙星科技,炭黑,,,
920101.BJ,志高机械,工程机械整机,,,
300234.SZ,开尔新材,其他建材,,,
301103.SZ,何氏眼科,医院,,,
688089.SH,嘉必优,食品及饲料添加剂,,,
002377.SZ,国创高新,其他石化,,,
920284.BJ,灵鸽科技,其他专用设备,,,
003001.SZ,中岩大地,其他专业工程,,,
002660.SZ,茂硕电源,消费电子零部件及组装,,,
000695.SZ,滨海能源,电池化学品,,,
600419.SH,天润乳业,乳品,,,
300333.SZ,兆日科技,其他计算机设备,,,
603602.SH,纵横通信,营销代理,,,
300989.SZ,蕾奥规划,工程咨询服务Ⅲ,,,
301105.SZ,鸿铭股份,印刷包装机械,,,
603136.SH,天目湖,自然景区,,,
600215.SH,派斯林,机器人,,,
301276.SZ,嘉曼服饰,非运动服装,,,
000545.SZ,金浦钛业,钛白粉,,,
002343.SZ,慈文传媒,影视动漫制作,,,
603320.SH,迪贝电气,电机Ⅲ,,,
605303.SH,园林股份,园林工程,,,
000518.SZ,*ST四环,其他生物制品,,,
688501.SH,青达环保,环保设备Ⅲ,,,
603976.SH,正川股份,医疗耗材,,,
300575.SZ,中旗股份,农药,,,
603937.SH,丽岛新材,铝,,,
002172.SZ,澳洋健康,医院,,,
300321.SZ,同大股份,聚氨酯,,,
300350.SZ,华鹏飞,中间产品及消费品供应链服务,,,
002836.SZ,新宏泽,纸包装,,,
002942.SZ,新农股份,农药,,,
002022.SZ,科华生物,体外诊断,,,
002717.SZ,ST岭南,园林工程,,,
603080.SH,新疆火炬,燃气Ⅲ,,,
600156.SH,华升股份,其他纺织,,,
300746.SZ,汉嘉数智,工程咨询服务Ⅲ,,,
000972.SZ,*ST中基,果蔬加工,,,
605155.SH,西大门,其他家居用品,,,
301313.SZ,凡拓数创,其他数字媒体,,,
600232.SH,金鹰股份,纺织服装设备,,,
603677.SH,奇精机械,家电零部件Ⅲ,,,
300849.SZ,锦盛新材,化妆品制造及其他,,,
920159.BJ,农大科技,复合肥,,,
002661.SZ,克明食品,预加工食品,,,
600992.SH,贵绳股份,金属制品,,,
300987.SZ,川网传媒,门户网站,,,
688137.SH,近岸蛋白,其他生物制品,,,
688597.SH,煜邦电力,电工仪器仪表,,,
002574.SZ,明牌珠宝,钟表珠宝,,,
300543.SZ,朗科智能,家电零部件Ⅲ,,,
000705.SZ,浙江震元,医药流通,,,
600187.SH,国中水务,水务及水治理,,,
301106.SZ,骏成科技,面板,,,
300930.SZ,屹通新材,其他金属新材料,,,
603180.SH,金牌家居,定制家居,,,
300340.SZ,科恒股份,电池化学品,,,
000826.SZ,启迪环境,综合环境治理,,,
920821.BJ,则成电子,印制电路板,,,
002330.SZ,得利斯,肉制品,,,
603718.SH,海利生物,医疗耗材,,,
301212.SZ,联盛化学,其他化学制品,,,
688529.SH,豪森智能,其他专用设备,,,
300977.SZ,深圳瑞捷,工程咨询服务Ⅲ,,,
300995.SZ,奇德新材,改性塑料,,,
301258.SZ,富士莱,原料药,,,
603330.SH,天洋新材,其他塑料制品,,,
300175.SZ,ST朗源,果蔬加工,,,
605266.SH,健之佳,线下药店,,,
603819.SH,神力股份,电机Ⅲ,,,
603578.SH,三星新材,家电零部件Ⅲ,,,
002551.SZ,尚荣医疗,医疗耗材,,,
000573.SZ,粤宏远A,住宅开发,,,
603959.SH,百利科技,化学工程,,,
603682.SH,锦和商管,商业物业经营,,,
920533.BJ,骏创科技,车身附件及饰件,,,
603903.SH,中持股份,水务及水治理,,,
600858.SH,银座股份,多业态零售,,,
002234.SZ,民和股份,肉鸡养殖,,,
600463.SH,空港股份,产业地产,,,
301469.SZ,恒达新材,特种纸,,,
688468.SH,科美诊断,体外诊断,,,
688013.SH,天臣医疗,医疗耗材,,,
688737.SH,中自科技,其他汽车零部件,,,
301041.SZ,金百泽,印制电路板,,,
920026.BJ,卓兆点胶,其他专用设备,,,
603787.SH,新日股份,摩托车,,,
603066.SH,音飞储存,仓储物流,,,
000809.SZ,和展能源,住宅开发,,,
300912.SZ,凯龙高科,其他汽车零部件,,,
300254.SZ,仟源医药,化学制剂,,,
300992.SZ,泰福泵业,其他通用设备,,,
688511.SH,*ST天微,军工电子Ⅲ,,,
301585.SZ,蓝宇股份,纺织化学制品,,,
002813.SZ,路畅科技,汽车电子电气系统,,,
605001.SH,威奥股份,轨交设备Ⅲ,,,
600735.SH,ST新华锦,其他饰品,,,
300534.SZ,陇神戎发,中药Ⅲ,,,
300937.SZ,药易购,医药流通,,,
603895.SH,天永智能,其他专用设备,,,
300710.SZ,万隆光电,通信网络设备及器件,,,
688613.SH,奥精医疗,医疗耗材,,,
002857.SZ,三晖电气,电工仪器仪表,,,
600319.SH,亚星化学,氯碱,,,
603838.SH,*ST四通,其他家居用品,,,
603559.SH,ST通脉,通信工程及服务,,,
300562.SZ,乐心医疗,医疗设备,,,
002861.SZ,瀛通通讯,消费电子零部件及组装,,,
301300.SZ,远翔新材,炭黑,,,
300826.SZ,测绘股份,工程咨询服务Ⅲ,,,
688560.SH,明冠新材,光伏辅材,,,
301197.SZ,工大科雅,仪器仪表,,,
002855.SZ,捷荣技术,消费电子零部件及组装,,,
688244.SH,永信至诚,横向通用软件,,,
301185.SZ,鸥玛软件,IT服务Ⅲ,,,
603182.SH,嘉华股份,粮油加工,,,
301503.SZ,智迪科技,其他计算机设备,,,
603839.SH,安正时尚,非运动服装,,,
002496.SZ,*ST辉丰,农药,,,
002397.SZ,梦洁股份,家纺,,,
301577.SZ,美信科技,通信网络设备及器件,,,
300898.SZ,熊猫乳品,乳品,,,
301337.SZ,亚华电子,垂直应用软件,,,
603617.SH,君禾股份,其他通用设备,,,
001219.SZ,青岛食品,烘焙食品,,,
688651.SH,盛邦安全,横向通用软件,,,
301539.SZ,宏鑫科技,轮胎轮毂,,,
688517.SH,金冠电气,配电设备,,,
600439.SH,瑞贝卡,其他饰品,,,
301170.SZ,锡南科技,底盘与发动机系统,,,
301520.SZ,万邦医药,医疗研发外包,,,
301107.SZ,瑜欣电子,其他通用设备,,,
603188.SH,亚邦股份,纺织化学制品,,,
920078.BJ,族兴新材,其他金属新材料,,,
301036.SZ,双乐股份,涂料油墨,,,
920405.BJ,海希通讯,工控设备,,,
300915.SZ,海融科技,乳品,,,
301135.SZ,瑞德智能,家电零部件Ⅲ,,,
600423.SH,柳化股份,其他化学原料,,,
300591.SZ,万里马,鞋帽及其他,,,
001368.SZ,通达创智,娱乐用品,,,
002748.SZ,世龙实业,氯碱,,,
000909.SZ,*ST数源,住宅开发,,,
688355.SH,明志科技,金属制品,,,
002830.SZ,名雕股份,装修装饰Ⅲ,,,
002862.SZ,实丰文化,娱乐用品,,,
301125.SZ,腾亚精工,其他通用设备,,,
002535.SZ,林州重机,能源及重型设备,,,
601996.SH,丰林集团,其他家居用品,,,
002890.SZ,弘宇股份,农用机械,,,
603172.SH,万丰股份,纺织化学制品,,,
300707.SZ,威唐工业,其他汽车零部件,,,
603161.SH,科华控股,底盘与发动机系统,,,
002712.SZ,思美传媒,营销代理,,,
301287.SZ,康力源,娱乐用品,,,
002629.SZ,仁智股份,油田服务,,,
300647.SZ,超频三,消费电子零部件及组装,,,
001234.SZ,泰慕士,运动服装,,,
001202.SZ,炬申股份,原材料供应链服务,,,
002982.SZ,湘佳股份,肉鸡养殖,,,
605336.SH,帅丰电器,厨房电器,,,
920682.BJ,球冠电缆,线缆部件及其他,,,
603982.SH,泉峰汽车,底盘与发动机系统,,,
688129.SH,东来技术,涂料油墨,,,
603332.SH,苏州龙杰,涤纶,,,
301040.SZ,中环海陆,风电零部件,,,
603221.SH,爱丽家居,瓷砖地板,,,
300176.SZ,鸿特科技,底盘与发动机系统,,,
603117.SH,万林物流,跨境物流,,,
000802.SZ,北京文化,影视动漫制作,,,
603238.SH,诺邦股份,其他纺织,,,
603755.SH,日辰股份,调味发酵品Ⅲ,,,
300594.SZ,朗进科技,轨交设备Ⅲ,,,
003027.SZ,同兴科技,大气治理,,,
300281.SZ,金明精机,其他专用设备,,,
002893.SZ,京能热力,热力服务,,,
301418.SZ,协昌科技,工控设备,,,
002072.SZ,凯瑞德,贸易Ⅲ,,,
600241.SH,时代万恒,锂电池,,,
920748.BJ,路桥信息,IT服务Ⅲ,,,
300020.SZ,ST银江,IT服务Ⅲ,,,
300876.SZ,蒙泰高新,其他化学纤维,,,
002114.SZ,罗平锌电,铅锌,,,
920089.BJ,禾昌聚合,改性塑料,,,
300800.SZ,力合科技,环保设备Ⅲ,,,
301022.SZ,海泰科,其他汽车零部件,,,
603151.SH,邦基科技,畜禽饲料,,,
600661.SH,昂立教育,培训教育,,,
600281.SH,华阳新材,其他小金属,,,
920252.BJ,天宏锂电,锂电池,,,
688218.SH,江苏北人,机器人,,,
603282.SH,亚光股份,环保设备Ⅲ,,,
920725.BJ,惠丰钻石,磨具磨料,,,
688060.SH,云涌科技,其他计算机设备,,,
920207.BJ,众诚科技,垂直应用软件,,,
600753.SH,*ST海钦,原材料供应链服务,,,
300784.SZ,利安科技,消费电子零部件及组装,,,
600818.SH,中路股份,其他运输设备,,,
300892.SZ,品渥食品,乳品,,,
603261.SH,*ST立航,航空装备Ⅲ,,,
300853.SZ,申昊科技,电网自动化设备,,,
605199.SH,ST葫芦娃,中药Ⅲ,,,
688022.SH,瀚川智能,其他专用设备,,,
300786.SZ,国林科技,环保设备Ⅲ,,,
600807.SH,济高发展,体外诊断,,,
300585.SZ,奥联电子,底盘与发动机系统,,,
002700.SZ,万憬能源,燃气Ⅲ,,,
301578.SZ,辰奕智能,其他黑色家电,,,
300642.SZ,透景生命,体外诊断,,,
600665.SH,天地源,住宅开发,,,
000590.SZ,古汉医药,中药Ⅲ,,,
300449.SZ,汉邦高科,安防设备,,,
920112.BJ,巴兰仕,其他专用设备,,,
920010.BJ,凯添燃气,燃气Ⅲ,,,
603326.SH,我乐家居,定制家居,,,
300477.SZ,ST合纵,电池化学品,,,
688369.SH,致远互联,横向通用软件,,,
688619.SH,罗普特,安防设备,,,
301290.SZ,东星医疗,医疗设备,,,
300069.SZ,金利华电,线缆部件及其他,,,
688071.SH,华依科技,其他专用设备,,,
301353.SZ,普莱得,其他通用设备,,,
301192.SZ,泰祥股份,底盘与发动机系统,,,
300616.SZ,尚品宅配,定制家居,,,
300301.SZ,ST长方,LED,,,
300615.SZ,欣天科技,通信终端及配件,,,
600128.SH,苏豪弘业,贸易Ⅲ,,,
603139.SH,康惠股份,中药Ⅲ,,,
002888.SZ,惠威科技,品牌消费电子,,,
300583.SZ,赛托生物,原料药,,,
300637.SZ,扬帆新材,其他化学制品,,,
001205.SZ,盛航股份,航运,,,
300907.SZ,康平科技,电机Ⅲ,,,
300025.SZ,华星创业,通信工程及服务,,,
301118.SZ,恒光股份,其他化学原料,,,
002136.SZ,安纳达,钛白粉,,,
002633.SZ,申科股份,金属制品,,,
603725.SH,天安新材,瓷砖地板,,,
600719.SH,大连热电,热力服务,,,
300612.SZ,宣亚国际,营销代理,,,
600359.SH,新农开发,其他种植业,,,
688115.SH,思林杰,仪器仪表,,,
002295.SZ,精艺股份,铜,,,
300743.SZ,天地数码,其他计算机设备,,,
603968.SH,醋化股份,食品及饲料添加剂,,,
300971.SZ,博亚精工,其他专用设备,,,
301331.SZ,恩威医药,中药Ⅲ,,,
603917.SH,合力科技,其他汽车零部件,,,
001324.SZ,长青科技,轨交设备Ⅲ,,,
001209.SZ,洪兴股份,非运动服装,,,
002671.SZ,龙泉股份,水泥制品,,,
603700.SH,宁水集团,仪器仪表,,,
603307.SH,扬州金泉,鞋帽及其他,,,
301231.SZ,荣信文化,大众出版,,,
688030.SH,山石网科,横向通用软件,,,
600802.SH,福建水泥,水泥制造,,,
001277.SZ,速达股份,能源及重型设备,,,
300538.SZ,同益股份,改性塑料,,,
002778.SZ,中晟高科,水务及水治理,,,
600265.SH,ST景谷,林业Ⅲ,,,
001278.SZ,一彬科技,车身附件及饰件,,,
600540.SH,新赛股份,其他种植业,,,
002949.SZ,华阳国际,工程咨询服务Ⅲ,,,
002485.SZ,ST雪发,原材料供应链服务,,,
603797.SH,联泰环保,水务及水治理,,,
603096.SH,新经典,大众出版,,,
301233.SZ,盛帮股份,其他汽车零部件,,,
300513.SZ,恒实科技,通信工程及服务,,,
920971.BJ,天马新材,非金属材料Ⅲ,,,
600692.SH,亚通股份,住宅开发,,,
603102.SH,百合股份,保健品,,,
688718.SH,唯赛勃,膜材料,,,
002069.SZ,獐子岛,水产养殖,,,
000955.SZ,欣龙控股,其他纺织,,,
920510.BJ,丰光精密,金属制品,,,
301166.SZ,优宁维,其他生物制品,,,
000633.SZ,合金投资,其他金属新材料,,,
603813.SH,*ST原尚,公路货运,,,
300165.SZ,天瑞仪器,仪器仪表,,,
920505.BJ,九菱科技,金属制品,,,
002968.SZ,新大正,物业管理,,,
920223.BJ,荣亿精密,金属制品,,,
002799.SZ,环球印务,纸包装,,,
002873.SZ,新天药业,中药Ⅲ,,,
003023.SZ,彩虹集团,个护小家电,,,
600689.SH,上海三毛,综合Ⅲ,,,
603836.SH,海程邦达,跨境物流,,,
688246.SH,嘉和美康,垂直应用软件,,,
300555.SZ,ST路通,通信终端及配件,,,
002360.SZ,同德化工,民爆制品,,,
603023.SH,威帝股份,汽车电子电气系统,,,
002381.SZ,双箭股份,其他橡胶制品,,,
600857.SH,宁波中百,百货,,,
301156.SZ,美农生物,食品及饲料添加剂,,,
600671.SH,天目药业,中药Ⅲ,,,
600854.SH,春兰股份,住宅开发,,,
688118.SH,普元信息,垂直应用软件,,,
603810.SH,丰山集团,农药,,,
600831.SH,广电网络,电视广播Ⅲ,,,
605186.SH,健麾信息,其他自动化设备,,,
688038.SH,中科通达,垂直应用软件,,,
688178.SH,万德斯,固废治理,,,
600774.SH,汉商集团,化学制剂,,,
603721.SH,*ST天择,影视动漫制作,,,
603768.SH,常青股份,其他汽车零部件,,,
688496.SH,清越科技,LED,,,
300419.SZ,ST浩丰,IT服务Ⅲ,,,
000548.SZ,湖南投资,高速公路,,,
002762.SZ,*ST金比,非运动服装,,,
603377.SH,ST东时,培训教育,,,
300155.SZ,安居宝,安防设备,,,
600615.SH,鑫源智造,铝,,,
